"ProductKey","CultureName","ProductDescription"
"210","Afrikaans","Ons ligste en beste-gehalte aluminiumraam gemaak van die jongste allooi; dit word gesweis en getemper vir krag. Ons nuwe ontwerp bied maksimum gemak en werkverrigting."
"210","Albanian","""Trupi ynë prej alumini më të lehtë dhe me cilësinë më të mirë, i prodhuar nga aliazhi më i ri; është salduar dhe kalitur që të ketë rezistencë. Modeli ynë novator ka si rezultat një rehati dhe rendiment maksimal."""
"210","Basque","""Gure kalitate oneneko aluminiozko koadro arinena, aleazio berrienarekin egindakoa. Soldatuta eta beroarekin tratatuta dago sendoagoa izan dadin. Gure diseinu berriztatzaileari esker erosotasun eta funtzionamendu bikainak eskaintzen ditu."""
"210","Bosnian (Cyrillic)","Наш најлакши и висококвалитетни рам израђен од најновије легуре; заварен и каљен да пружи већу снагу. Наш иновативан дизајн се огледа у максимуму удобности и перформанси."
"210","Bosnian (Latin)","Naš najlakši i visokokvalitetni ram izrađen od najnovije legure; zavaren i kaljen da pruži veću snagu. Naš inovativan dizajn se ogleda u maksimumu udobnosti i performansi."
"210","Brazilian","Nosso quadro de alumínio mais leve e de melhor qualidade feito com a mais nova liga metálica; é soldado e termotratado para ser resistente. Nosso design inovador resulta em conforto e desempenho máximos."
"210","Bulgarian","""Висококачествената и олекотена алуминиева рамка е направена от най-новата сплав, чиято якост е усилена чрез заваряване и термична обработка. Модерният дизайн осигурява максимален комфорт и лекота на използване."""
"210","Catalan","""El nostre quadre d'alumini més lleuger i de la millor qualitat, fabricat amb l'aliatge més actual; està soldat i termotractat per millorar-ne la resistència. El disseny innovador augmenta al màxim el rendiment i la comoditat."""
"210","Chinese - Hongkong","我們的鋁製車架採用最新的合金材料所製成，不但外型輕巧、而且品質優良。為了達到強化效果，骨架另外經過焊接和高溫處理。創新的設計絕對能充分提升踏乘舒適感和單車性能。"
"210","Chinese - Trad","本公司重量最輕、品質最高的鋁製車架，是由最新的合金所製成。為了達到強化效果，骨架另外經過焊接和熱處理。創新的設計保證能充分提高騎乘舒適感和性能。"
"210","Croatian","""Naš najlakši i najkvalitetniji aluminijski okvir izrađen od najnovije legure, zavaren i toplotno obrađen za čvrstoću. Inovativni dizajn omogućuje maksimalnu udobnost i učinkovitost."""
"210","Czech","Náš nejlehčí hliníkový rám nejvyšší kvality vyrobený z nejnovější slitiny; svařovaný a tepelně zpracovaný pro opravdovou pevnost. Pokrokový design poskytuje maximální pohodlí a splňuje špičkové požadavky."
"210","Danish","""Vores letteste og bedste aluminiumstel, der er lavet af den nyeste legering. Stellet er svejset og varmebehandlet for at give det ekstra styrke. Vores innovative design giver maksimal komfort og ydeevne."""
"210","Dutch","""Ons lichtste aluminium frame van de beste kwaliteit, van de nieuwste legering. Gelast en getemperd. Ons innovatieve design resulteert in maximaal comfort en maximale prestaties."""
"210","Estonian","""Meie kergeim ja kvaliteetseim alumiiniumraam, mis valmistatud uusimast sulamist ning on tugevuse tagamiseks keevitatud ja termiliselt töödeldud. Meie uuendusliku kujunduse tulemuseks on maksimaalne mugavus ja toimivus."""
"210","Farsi","""ُسبک ترین و یا کیفیت ترین بدنه آلومینیومی ساخت ما که از جدیدترین آلیاژ ساخته شده است؛ این بدنه برای استحکام بیشتر، جوشکاری و حرارت داده شده است. طراحی مبتکرانه ما حداکثر راحتی و بهترین عملکرد را به ارمغان می آورد."""
"210","Finnish","""Kevein ja laadukkain alumiinirunkomme uusimmasta seoksesta, vahvistettu hitsaamalla ja lämpökäsittelyllä. Innovatiivisen suunnittelumme tuloksena on maksimaalinen mukavuus ja suorituskyky."""
"210","Galician","""O noso cadro de aluminio, máis lixeiro e de mellor calidade, feito coa aliaxe máis moderna, está soldado e tratado con calor para gañar fortaleza. O noso deseño innovador ten como resultado a máxima comodidade e prestacións."""
"210","Greek","Το πιο ελαφρύ πλαίσιό μας με ανώτατη ποιότητα. Κατασκευασμένο από το πιο σύγχρονο κράμα αλουμινίου. Η συγκόλληση και η θερμική επεξεργασία του εγγυώνται μέγιστη αντοχή. Η καινοτόμος σχεδίαση αποφέρει τη μεγαλύτερη άνεση και τις καλύτερες επιδόσεις."
"210","Gujrati","નવામાં નવી મિશ્ર ધાતુમાંથી બનાવવામાં આવેલી અમારી હળવામાં હળવી તથા ઉત્તમ ગુણવત્તાવાળી ઍલ્યુમિનિયમ ફ્રેમ; મજબૂતી માટે તેનું ઝારણ તથા ઉષ્ણતામાં પ્રક્રિયાકૃત કરવામાં આવ્યું છે. અમારી રચનાત્મક ડિઝાઇન મહત્તમ સગવડ તથા કાર્યપ્રદર્શન પ્રદાન કરે છે. "
"210","Hindi","हमारी सबसे हल्की और अच्छी गुणवत्ता वाली एल्युमीनियम की फ़्रेम ताज़ा अयस्क से बनी है; मज़बूती के लिए इसे तपाया और वेल्ड किया जाता है. हमारे नवीन डिज़ाइन के परिणामस्वरूप यह बहुत आरामदायक है और अधिकतम प्रदर्शन देती है. "
"210","Hungarian","""Legkönnyebb és legjobb minőségű alumíniumvázunk, amelyet a legújabb ötvözetből, a nagyobb szilárdság érdekében hegesztéssel és hőkezeléssel készítünk. Az innovatív forma maximális kényelmet és teljesítményt eredményez."""
"210","Icelandic","Léttasta og besta álgrindin úr nýjustu álblöndunni. Hún er soðin og meðhöndluð með hita sem gerir hana sterkari. Nýstárleg hönnun eykur þægindi og virkni."
"210","Indonesian","Rangka aluminium kualitas terbaik kami yang paling ringan terbuat dari alloy terbaru dan melalui proses pengelasan serta pemanasan agar kuat. Desain inovatif kami menghasilkan kenyamanan dan performa maksimal."
"210","Inuktitut","se8i3X6 nN5tx3ymi3XK9l nFC/s/6 tuz nNymJ6 m3DwozJu4 nFC/4n1i4; iWt3ymJ6 x7ml sN3gjx3bsym9li n8qJ7mEoxEymJ6. x0psq5gu4 nNymiK5 wlx6goxEym/K5 x7ml xJ8q5tx6Li."
"210","Irish","Is againne atá an fráma alúmanaim is éadroime agus is airde caighdeán agus é déanta den chóimhiotal is nuaí; rinneadh táthú agus cóireáil teasa air lena neartú.  Cuireann an dearadh nuálaíoch seo againne an compord agus an fheidhmíocht is fearr ar fáil."
"210","Italian","""Telaio in alluminio, più leggero e della migliore qualità, realizzato in una lega di ultima generazione. Il telaio è saldato e subisce un trattamento termico per aumentare la rigidità della struttura. Il design innovativo consente di ottenere comfort e prestazioni ottimali."""
"210","Kannada","ಹಗುರ ಮತ್ತು ಅತ್ಯುತ್ತಮ ಗುಣಮಟ್ಟದ ಆಲ್ಯೂಮಿನಿಯಮ್  ಫ್ರೇಮ್ ಹೊಸ ರೀತಿಯ ಖನಿಜ ಮಿಶ್ರಣದಿಂದ ಮಾಡಿದುದಾಗಿದೆ; ಉತ್ತಮ ಸಾಮರ್ಥ್ಯಕ್ಕಾಗಿ ಇದನ್ನು ಉಷ್ಣತಾ ಪಕ್ವತೆ ಮತ್ತು ವೆಲ್ಡಿಂಗ್‌ಗೆ ಒಳಪಡಿಸಲಾಗಿದೆ. ನಮ್ಮ ವಿನೂತನ ಮಾದರಿಯನ್ನು ಹೆಚ್ಚು ಆರಾಮದಾಯಕ ಮತ್ತು ಉತ್ತಮ ಫಲಿತಾಂಶವನ್ನು ಕೊಡುವಂತೆ ನಿರ್ಮಿಸಲಾಗಿದೆ. "
"210","Kazakh","Біздің аса жеңіл әрі тамаша сапалы аллюминий қаңқа ең жаңа қорытпадан жасалған; мықтылық үшін пісіріп жалғанған және термоөңдеуден өткен. Біздің инновациялық дизайн нәтижесінде ең жоғары деңгейдегі жайлылық пен техникалық сипаттамаларға қол жеткізілді. "
"210","Konkani","आमची सगळ्यांत ल्हव आनी बरी आलुमिनाची फ्रेम नव्या मिस्रधातू पासून तयार केल्या. घटसाणीक लागून तिका वॅल्डिंग करून तापयल्या. आमचे नव्या देझेनाचो परिणाम चडांत चड सुशेग आनी प्रस्तुतीकरणांत मेळटा."
"210","Korean","최신 알루미늄 합금 소재에 고강도 용접 및 열처리를 거친 가장 우수한 품질의 최경량 알루미늄 프레임입니다. 또한 혁신적인 디자인으로 최상의 안락함과 성능을 제공합니다."
"210","Latvian","""Mūsu vieglākais augstākās kvalitātes alumīnija rāmis ir izgatavots no jaunākā sakausējuma. Tas ir metināts un rūdīts, lai nodrošinātu izturību. Novatoriskais dizains sniedz maksimālu komfortu un rezultātu."""
"210","Lithuanian","""Lengviausias ir geriausios kokybės aliumininis rėmas, pagamintas iš naujausio lydinio. Jis suvirintas ir paveiktas šiluma, kad būtų stipresnis. Novatoriškas dizainas užtikrina patogumą ir našumą."""
"210","Luxenbourgish","""Eise liichtesten an héichwäertegsten Aluminimumskader aus der neister Metallkompositioun; geschweeste Kader, dee mat Hëtzt behandelt gouf fir nach méi Stabilitéit. Maximalen Confort a maximal Leeschtung durch eisen innovativen Design.  """
"210","Macedonian","Нашата најлесна и најквалитетна алуминиумска рамка направена од најнова легура; таа е заварена и термички обработена за издржливост. Нашиот иновативен дизајн резултира со максимална комфорност и перформанси."
"210","Malaysian","Rangka aluminium paling ringan dan berkualiti terbaik kami diperbuat daripada aloi terbaru; ia dikimpal dan diberi rawatan haba untuk kekuatan. Reka bentuk inovatif kami menghasilkan keselesaan dan pretasi maksimum."
"210","Maori","""Ko tā mātou anga konumohe tino māmā rawa atu, tino whai kounga hoki, i hangā ki te pūhi konganuku tino hou rawa atu; kua honoa, kua whakamaimoatia ki te wera kia kaha ai. Ko te mutunga mai o te hāneanea me te whakamahi ngā hua o tā mātou hoahoatanga auaha."""
"210","Marathi","आमचा सर्वात हलका आणि उत्तम दर्जाचा अ‍ॅल्युमिनियम सांगाडा अगदी नव्या मिश्रधातूपासून बनवलेला आहे; तो वेल्ड केलेला असून मजबुतीसाठी त्यावर उष्णता-प्रक्रिया केलेली आहे. आमच्या नवनिर्मित डिझाईनच्या परिणामी सर्वाधिक सुख आणि कामगिरी मिळते."
"210","Nepali","एकदम नयाँ अलोयले बनेको हलुको र सर्वश्रेष्ठ गुणवत्ताको हाम्रो अलुमिनियम ढांचा; यस्‍लाई मजबुत बनाउनको लागि वेल्‍डिंग गरिन्‍छ र ताप दिइन्‍छ. हाम्रो नौलोपनाले युक्त उत्‍पादले अधिकतम आराम दिन्‍छ र सर्वश्रेष्ठ प्रदर्शन गर्दछ."
"210","Norwegian","Vår letteste og kvalitetsmessig beste aluminiumsramme laget av den nyeste legeringen. Den er sveiset og varmebehandlet for størst mulig styrke. Vårt innovative design gir komfort og ytelse i særklasse."
"210","Nynorsk","Vår lettaste og i kvalitet beste aluminiumsramme laga av den nyaste legeringa. Ho er sveisa og varmebehandla for størst mogleg styrke. Det innovative designet vårt gir komfort og yting i særklasse."
"210","Pashto","زمونږ سپک د تر ټولو غوره کیفیت لرونکی المونیمی چوکات د نویو ترکیباتو څخه جوړ شوی دی؛ دغه چوکات ته د ښه طاقت دپاره ولډنګ او حرارت ورکړل شوی دی او زمونږ د دیزاین د اختراع پایلی په اعظمی توګه د ښې کارونې او اسانتیا سبب دي."
"210","Polish","""Najlżejsza aluminiowa rama o najwyższej jakości, wykonana z najnowocześniejszego stopu. Rama jest spawana i hartowana w wysokiej temperaturze, co zapewnia jej odpowiednią wytrzymałość. Dzięki innowacyjnemu projektowi ta rama zapewnia maksymalny komfort i najwyższą wydajność."""
"210","Portuguese (European)","""Feita a partir da mais recente liga, a nossa estrutura em alumínio leve e da melhor qualidade; soldada e com tratamento térmico para uma maior robustez. O nosso design inovador resulta num máximo do conforto e desempenho."""
"210","Punjabi","ਨਵੀਨਤਮ ਮਿਸ਼ਰਤ ਧਾਤ ਤੋਂ ਬਣਾਇਆ ਗਿਆ ਸਾਡਾ ਸਭ ਤੋਂ ਹਲਕਾ ਅਤੇ ਸਭ ਤੋਂ ਵਧੀਆ ਕੁਆਲਿਟੀ ਦਾ ਐਲੂਮੀਨੀਅਮ ਫ੍ਰੇਮ; ਮਜ਼ਬੂਤੀ ਦੇਣ ਲਈ ਇਸਨੂੰ ਵੈਲਡ ਕੀਤਾ ਗਿਆ ਹੈ ਅਤੇ ਤਾਪ-ਪ੍ਰਕਿਰਿਆ ਵਿੱਚੋਂ ਲੰਘਾਇਆ ਗਿਆ ਹੈ। ਸਾਡਾ ਨਵੀਨਤਾਕਾਰੀ ਡਿਜ਼ਾਈਨ ਵੱਧ ਤੋਂ ਵੱਧ ਆਰਾਮ ਅਤੇ ਪ੍ਰਦਰਸ਼ਨ ਮੁਹੱਈਆ ਕਰਦਾ ਹੈ।"
"210","Quecha","Ñuqaykupa aluminyuykuqa aswan sampallam hinallataq ancha allin tukuy yachaywan sumaq ruwasqa; ancha ninapi chulluchispa tinkisqa allin takyanampaq.kayqa musuqmi allin kanapaq mana tukuriq."
"210","Romanian","""Cadrul nostru de aluminiu, cel mai uşor şi de cea mai bună calitate, realizat din cel mai recent aliaj; este sudat şi tratat termic pentru îmbunătăţirea rezistenţei. Designul nostru inovator are ca rezultat un maximum de confort şi performanţă."""
"210","Rumansh","Noss rom d'aluminium il pli lev e da la pli auta qualitad or dal pli nov liament; buglì e tractà cun chalira per ina meglra stabilitad. Noss design innovativ porscha in confort excellent per prestaziuns maximalas."
"210","Russian","""Легчайшая высококачественная алюминиевая рама, сделанная из новейшего сплава. Дополнительная жесткость сварной рамы обеспечивается за счет термообработки. Передовая конструкция обеспечивает максимальный комфорт и эффективность."""
"210","Serbian - Cyrillic","Наш најлакши рам од најквалитетнијег алуминијума од најновије легуре; заварен и каљен да пружи већу снагу. Наш иновативан дизајн се огледа у максимуму удобности и перформанси."
"210","Serbian - Latin","Naš najlakši ram od najkvalitetnijeg aluminijuma od najnovije legure; zavaren i kaljen da pruži veću snagu. Naš inovativan dizajn se ogleda u maksimumu udobnosti i performansi."
"210","Slovak","Náš najľahší hliníkový rám najvyššej kvality vyrobený z najnovšej zliatiny. Pevnosť sa dosiahla zváraním a tepelným spracovaním. Výsledkom nášho inovatívneho dizajnu je maximálne pohodlie a výkon."
"210","Slovenian","""Naš najlažji in najkakovostnejši aluminijast okvir iz najnovejše zlitine, ki je zvarjen in toplotno obdelan tako, da zdrži tudi največje napore. Rezultat našega inovativnega dela so izjemno udobni in visokokakovostni izdelki."""
"210","Spanish","Nuestro cuadro de aluminio más ligero y de calidad superior fabricado con la más avanzada aleación; está soldado y tratado con calor para una mejor resistencia. El resultado es un diseño innovador para la máxima comodidad y rendimiento."
"210","Swahili","Fremu yetu ya alumini iliyo nyepesi na ya ubora wa juu iliyotengezwa toka kwa aloi mpya kabisa; imeunganishwa na kuchomwa ili kuwa na nguvu. "
"210","Swedish","Vår lättaste och bästa aluminiumram tillverkad av den senaste legeringen. Den är hopsvetsad och värmebehandlad för bästa styrka. Vår innovativa design ger högsta komfort och prestanda."
"210","Tamil","""எங்களுடைய இலேசான, சிறந்த தரமுள்ள அலுமினியம் ஃபிரேம் மிகப்புதிய கலப்பு உலோகத்திலிருந்து உருவாக்கப்பட்டுள்ளது; இதை வலுப்படுத்துவதற்கு இது அதிக வெப்பத்தில் பதப்படுத்தப்பட்டு பற்றவைக்கப்பட்டுள்ளது. எங்களுடைய புதுமையான வடிவமைப்பு அதிகபட்ச சௌகரியத்தையும் செயல்திறனையும் அளிக்கிறது."""
"210","Telugu","మా అతి తేలిక అయిన మరియు అత్యంత నాణ్యతగల అల్యూమినియం ఫ్రేము అత్యంత నూతన మిశ్రమ లోహంతో తయారు చేయబడింది; దృఢత్వం కోసం వెల్డింగ్ మరియు హీట్-ట్రీట్‌మెంట్ చేయబడింది. మా విశిష్ట డిజైన్ గరిష్ట సౌకర్యం మరియు పనితీరును అందిస్తుంది."
"210","Tswana","Foreimi ya rona ya aluminiamo e e botlhofotlhofo e bile e le ya boleng jo bo gaisang e e dirilweng ka motswakotshipi o o montšhwa; e noseditswe ya ba ya gotediwa ka molelo go e matlafatsa. Modiro wa rona o re o itshimololetseng o fa botobetobe e bile o dira sentle. "
"210","Ukrainian","Наші найлегші рами виготовляються зі сплаву нового покоління на основі алюмінію найвищої якості. Задля максимальної міцності після зварювання елементів конструкції раму загартовують високими температурами. Завдяки новаторському підходу в розробленні конструкції рами було досягнуто найвищий рівень комфортабельності та виразні експлуатаційні якості."
"210","Urdu","جدید ترین معدنی آمیزش سے تیار شدہ ہمارا سب سے ہلکا اور بہترین معیار کا المونیم فریم؛ اسے مضبوطی کے لئے آگ میں تپاکر جوڑا گيا ہے۔ ہماری اختراعی ڈیزائن زیادہ سے زيادہ آرام اور کارکردگی کا سبب بنتی ہے۔"
"210","Vietnamese","Khung xe bằng nhôm nhẹ nhất và có chất lượng cao nhất của chúng tôi được làm từ loại hợp kim mới nhất; khung xe được hàn và xử lý nhiệt nhằm tăng độ bền. Thiết kế tiên tiến của chúng tôi giúp đem lại sự thoải mái và hiệu quả tối đa khi sử dụng."
"210","Welsh","Ein ffrâm alwminiwm ysgafnaf ac o'r ansawdd uchaf wedi ei lunio o'r aloi diweddaraf; mae wedi ei weldio a'i drin â gwres i'w gryfhau. Mae'n cynllun arloesol yn sicrhau'r cysur a pherfformiad uchaf."
"210","Zulu","Ifremu lethu le-aluminiyamu elilula neliyikhwalithi eyakhiwe ngengxube yensimbi entsha; ishiselwe yakhandelwa ukuvimbela ukushisa ukuze iqine. Idizayni yethu eqanjwe kabusha iholela kwintokomalo enkulu nasekusebenzeni okuhamba phambili. "
"211","Afrikaans","Ons ligste en beste-gehalte aluminiumraam gemaak van die jongste allooi; dit word gesweis en getemper vir krag. Ons nuwe ontwerp bied maksimum gemak en werkverrigting."
"211","Albanian","""Trupi ynë prej alumini më të lehtë dhe me cilësinë më të mirë, i prodhuar nga aliazhi më i ri; është salduar dhe kalitur që të ketë rezistencë. Modeli ynë novator ka si rezultat një rehati dhe rendiment maksimal."""
"211","Basque","""Gure kalitate oneneko aluminiozko koadro arinena, aleazio berrienarekin egindakoa. Soldatuta eta beroarekin tratatuta dago sendoagoa izan dadin. Gure diseinu berriztatzaileari esker erosotasun eta funtzionamendu bikainak eskaintzen ditu."""
"211","Bosnian (Cyrillic)","Наш најлакши и висококвалитетни рам израђен од најновије легуре; заварен и каљен да пружи већу снагу. Наш иновативан дизајн се огледа у максимуму удобности и перформанси."
"211","Bosnian (Latin)","Naš najlakši i visokokvalitetni ram izrađen od najnovije legure; zavaren i kaljen da pruži veću snagu. Naš inovativan dizajn se ogleda u maksimumu udobnosti i performansi."
"211","Brazilian","Nosso quadro de alumínio mais leve e de melhor qualidade feito com a mais nova liga metálica; é soldado e termotratado para ser resistente. Nosso design inovador resulta em conforto e desempenho máximos."
"211","Bulgarian","""Висококачествената и олекотена алуминиева рамка е направена от най-новата сплав, чиято якост е усилена чрез заваряване и термична обработка. Модерният дизайн осигурява максимален комфорт и лекота на използване."""
"211","Catalan","""El nostre quadre d'alumini més lleuger i de la millor qualitat, fabricat amb l'aliatge més actual; està soldat i termotractat per millorar-ne la resistència. El disseny innovador augmenta al màxim el rendiment i la comoditat."""
"211","Chinese - Hongkong","我們的鋁製車架採用最新的合金材料所製成，不但外型輕巧、而且品質優良。為了達到強化效果，骨架另外經過焊接和高溫處理。創新的設計絕對能充分提升踏乘舒適感和單車性能。"
"211","Chinese - Trad","本公司重量最輕、品質最高的鋁製車架，是由最新的合金所製成。為了達到強化效果，骨架另外經過焊接和熱處理。創新的設計保證能充分提高騎乘舒適感和性能。"
"211","Croatian","""Naš najlakši i najkvalitetniji aluminijski okvir izrađen od najnovije legure, zavaren i toplotno obrađen za čvrstoću. Inovativni dizajn omogućuje maksimalnu udobnost i učinkovitost."""
"211","Czech","Náš nejlehčí hliníkový rám nejvyšší kvality vyrobený z nejnovější slitiny; svařovaný a tepelně zpracovaný pro opravdovou pevnost. Pokrokový design poskytuje maximální pohodlí a splňuje špičkové požadavky."
"211","Danish","""Vores letteste og bedste aluminiumstel, der er lavet af den nyeste legering. Stellet er svejset og varmebehandlet for at give det ekstra styrke. Vores innovative design giver maksimal komfort og ydeevne."""
"211","Dutch","""Ons lichtste aluminium frame van de beste kwaliteit, van de nieuwste legering. Gelast en getemperd. Ons innovatieve design resulteert in maximaal comfort en maximale prestaties."""
"211","Estonian","""Meie kergeim ja kvaliteetseim alumiiniumraam, mis valmistatud uusimast sulamist ning on tugevuse tagamiseks keevitatud ja termiliselt töödeldud. Meie uuendusliku kujunduse tulemuseks on maksimaalne mugavus ja toimivus."""
"211","Farsi","""ُسبک ترین و یا کیفیت ترین بدنه آلومینیومی ساخت ما که از جدیدترین آلیاژ ساخته شده است؛ این بدنه برای استحکام بیشتر، جوشکاری و حرارت داده شده است. طراحی مبتکرانه ما حداکثر راحتی و بهترین عملکرد را به ارمغان می آورد."""
"211","Finnish","""Kevein ja laadukkain alumiinirunkomme uusimmasta seoksesta, vahvistettu hitsaamalla ja lämpökäsittelyllä. Innovatiivisen suunnittelumme tuloksena on maksimaalinen mukavuus ja suorituskyky."""
"211","Galician","""O noso cadro de aluminio, máis lixeiro e de mellor calidade, feito coa aliaxe máis moderna, está soldado e tratado con calor para gañar fortaleza. O noso deseño innovador ten como resultado a máxima comodidade e prestacións."""
"211","Greek","Το πιο ελαφρύ πλαίσιό μας με ανώτατη ποιότητα. Κατασκευασμένο από το πιο σύγχρονο κράμα αλουμινίου. Η συγκόλληση και η θερμική επεξεργασία του εγγυώνται μέγιστη αντοχή. Η καινοτόμος σχεδίαση αποφέρει τη μεγαλύτερη άνεση και τις καλύτερες επιδόσεις."
"211","Gujrati","નવામાં નવી મિશ્ર ધાતુમાંથી બનાવવામાં આવેલી અમારી હળવામાં હળવી તથા ઉત્તમ ગુણવત્તાવાળી ઍલ્યુમિનિયમ ફ્રેમ; મજબૂતી માટે તેનું ઝારણ તથા ઉષ્ણતામાં પ્રક્રિયાકૃત કરવામાં આવ્યું છે. અમારી રચનાત્મક ડિઝાઇન મહત્તમ સગવડ તથા કાર્યપ્રદર્શન પ્રદાન કરે છે. "
"211","Hindi","हमारी सबसे हल्की और अच्छी गुणवत्ता वाली एल्युमीनियम की फ़्रेम ताज़ा अयस्क से बनी है; मज़बूती के लिए इसे तपाया और वेल्ड किया जाता है. हमारे नवीन डिज़ाइन के परिणामस्वरूप यह बहुत आरामदायक है और अधिकतम प्रदर्शन देती है. "
"211","Hungarian","""Legkönnyebb és legjobb minőségű alumíniumvázunk, amelyet a legújabb ötvözetből, a nagyobb szilárdság érdekében hegesztéssel és hőkezeléssel készítünk. Az innovatív forma maximális kényelmet és teljesítményt eredményez."""
"211","Icelandic","Léttasta og besta álgrindin úr nýjustu álblöndunni. Hún er soðin og meðhöndluð með hita sem gerir hana sterkari. Nýstárleg hönnun eykur þægindi og virkni."
"211","Indonesian","Rangka aluminium kualitas terbaik kami yang paling ringan terbuat dari alloy terbaru dan melalui proses pengelasan serta pemanasan agar kuat. Desain inovatif kami menghasilkan kenyamanan dan performa maksimal."
"211","Inuktitut","se8i3X6 nN5tx3ymi3XK9l nFC/s/6 tuz nNymJ6 m3DwozJu4 nFC/4n1i4; iWt3ymJ6 x7ml sN3gjx3bsym9li n8qJ7mEoxEymJ6. x0psq5gu4 nNymiK5 wlx6goxEym/K5 x7ml xJ8q5tx6Li."
"211","Irish","Is againne atá an fráma alúmanaim is éadroime agus is airde caighdeán agus é déanta den chóimhiotal is nuaí; rinneadh táthú agus cóireáil teasa air lena neartú.  Cuireann an dearadh nuálaíoch seo againne an compord agus an fheidhmíocht is fearr ar fáil."
"211","Italian","""Telaio in alluminio, più leggero e della migliore qualità, realizzato in una lega di ultima generazione. Il telaio è saldato e subisce un trattamento termico per aumentare la rigidità della struttura. Il design innovativo consente di ottenere comfort e prestazioni ottimali."""
"211","Kannada","ಹಗುರ ಮತ್ತು ಅತ್ಯುತ್ತಮ ಗುಣಮಟ್ಟದ ಆಲ್ಯೂಮಿನಿಯಮ್  ಫ್ರೇಮ್ ಹೊಸ ರೀತಿಯ ಖನಿಜ ಮಿಶ್ರಣದಿಂದ ಮಾಡಿದುದಾಗಿದೆ; ಉತ್ತಮ ಸಾಮರ್ಥ್ಯಕ್ಕಾಗಿ ಇದನ್ನು ಉಷ್ಣತಾ ಪಕ್ವತೆ ಮತ್ತು ವೆಲ್ಡಿಂಗ್‌ಗೆ ಒಳಪಡಿಸಲಾಗಿದೆ. ನಮ್ಮ ವಿನೂತನ ಮಾದರಿಯನ್ನು ಹೆಚ್ಚು ಆರಾಮದಾಯಕ ಮತ್ತು ಉತ್ತಮ ಫಲಿತಾಂಶವನ್ನು ಕೊಡುವಂತೆ ನಿರ್ಮಿಸಲಾಗಿದೆ. "
"211","Kazakh","Біздің аса жеңіл әрі тамаша сапалы аллюминий қаңқа ең жаңа қорытпадан жасалған; мықтылық үшін пісіріп жалғанған және термоөңдеуден өткен. Біздің инновациялық дизайн нәтижесінде ең жоғары деңгейдегі жайлылық пен техникалық сипаттамаларға қол жеткізілді. "
"211","Konkani","आमची सगळ्यांत ल्हव आनी बरी आलुमिनाची फ्रेम नव्या मिस्रधातू पासून तयार केल्या. घटसाणीक लागून तिका वॅल्डिंग करून तापयल्या. आमचे नव्या देझेनाचो परिणाम चडांत चड सुशेग आनी प्रस्तुतीकरणांत मेळटा."
"211","Korean","최신 알루미늄 합금 소재에 고강도 용접 및 열처리를 거친 가장 우수한 품질의 최경량 알루미늄 프레임입니다. 또한 혁신적인 디자인으로 최상의 안락함과 성능을 제공합니다."
"211","Latvian","""Mūsu vieglākais augstākās kvalitātes alumīnija rāmis ir izgatavots no jaunākā sakausējuma. Tas ir metināts un rūdīts, lai nodrošinātu izturību. Novatoriskais dizains sniedz maksimālu komfortu un rezultātu."""
"211","Lithuanian","""Lengviausias ir geriausios kokybės aliumininis rėmas, pagamintas iš naujausio lydinio. Jis suvirintas ir paveiktas šiluma, kad būtų stipresnis. Novatoriškas dizainas užtikrina patogumą ir našumą."""
"211","Luxenbourgish","""Eise liichtesten an héichwäertegsten Aluminimumskader aus der neister Metallkompositioun; geschweeste Kader, dee mat Hëtzt behandelt gouf fir nach méi Stabilitéit. Maximalen Confort a maximal Leeschtung durch eisen innovativen Design.  """
"211","Macedonian","Нашата најлесна и најквалитетна алуминиумска рамка направена од најнова легура; таа е заварена и термички обработена за издржливост. Нашиот иновативен дизајн резултира со максимална комфорност и перформанси."
"211","Malaysian","Rangka aluminium paling ringan dan berkualiti terbaik kami diperbuat daripada aloi terbaru; ia dikimpal dan diberi rawatan haba untuk kekuatan. Reka bentuk inovatif kami menghasilkan keselesaan dan pretasi maksimum."
